farmer_id,region,primary_crop,farm_size_ha,years_experience,household_size,mobile_money,market_access,irrigation,education_level,prev_loan,has_secondary_crop,yield_stability,income_est_usd,loan_amount_usd,repay_probability,loan_repaid
GH00845,Central,Maize,2.08,33,4,1,1,0,2,0,1,0.806,415,536,0.9243,1
GH00846,Central,Maize,2.9,41,3,1,1,0,2,0,1,0.882,762,721,0.9421,1
GH00847,Upper West,Rice,0.64,35,5,1,0,0,0,1,0,0.713,652,488,0.3869,1
GH00848,Western,Cassava,4.2,40,6,1,1,0,2,1,0,0.845,1992,2707,0.8258,0
GH00849,Brong-Ahafo,Cassava,4.53,18,6,0,1,0,3,1,0,0.739,2521,3562,0.9368,1
GH00850,Volta,Yam,0.45,25,6,1,1,0,1,1,0,0.654,307,220,0.6953,1
GH00851,Volta,Maize,1.11,30,5,1,0,1,2,1,0,0.887,196,176,0.8404,0
GH00852,Brong-Ahafo,Yam,2.58,29,7,0,1,0,2,0,1,0.727,2041,3020,0.8153,1
GH00853,Eastern,Plantain,2.86,23,8,1,1,0,1,1,0,0.879,1733,890,0.8709,0
GH00854,Eastern,Cassava,1.13,29,5,1,1,0,0,0,1,0.831,587,386,0.3937,0
GH00855,Western,Cocoa,1.47,26,3,1,0,0,0,0,0,0.82,1265,1030,0.6423,1
GH00856,Brong-Ahafo,Maize,1.2,4,5,1,1,0,3,1,0,0.687,410,173,0.8864,1
GH00857,Upper West,Maize,1.97,14,3,1,1,1,1,0,1,0.479,464,291,0.7307,1
GH00858,Central,Maize,4.21,32,6,1,1,0,0,0,1,0.88,1534,1463,0.7045,1
GH00859,Upper East,Rice,1.06,14,4,1,0,0,1,0,1,0.575,765,439,0.3528,0
GH00860,Eastern,Cocoa,3.67,19,6,0,1,0,0,0,1,0.949,3108,3492,0.663,0
GH00861,Northern,Maize,1.05,38,4,1,0,0,0,0,0,0.579,347,249,0.6217,1
GH00862,Volta,Maize,1.01,35,7,0,0,0,2,1,0,0.706,284,116,0.8865,1
GH00863,Upper West,Yam,3.23,18,2,0,0,1,2,0,1,0.519,3299,4016,0.5011,0
GH00864,Volta,Cassava,3.47,22,6,1,1,0,2,1,1,0.755,1939,1902,0.882,1
GH00865,Ashanti,Maize,3.31,37,4,1,1,0,2,0,0,0.666,940,1212,0.5727,1
GH00866,Upper East,Yam,0.73,41,2,1,0,0,2,0,1,0.617,678,496,0.4187,0
GH00867,Brong-Ahafo,Cassava,1.31,20,9,1,1,1,1,1,0,0.789,622,201,0.7706,1
GH00868,Eastern,Maize,3.24,13,7,0,1,0,2,0,1,0.883,830,296,0.7373,0
GH00869,Northern,Maize,1.88,29,3,1,1,0,1,0,0,0.498,649,814,0.6323,0
GH00870,Eastern,Maize,0.86,12,7,0,0,0,1,0,0,0.862,163,129,0.4151,0
GH00871,Northern,Rice,2.51,38,6,0,0,0,1,0,0,0.557,1831,2695,0.3787,0
GH00872,Western,Cassava,1.1,29,6,1,1,0,1,0,1,0.868,540,700,0.7994,1
GH00873,Brong-Ahafo,Cassava,6.4,36,5,1,0,1,1,0,0,0.688,3207,1024,0.693,1
GH00874,Upper East,Yam,5.37,16,9,1,1,0,0,0,0,0.601,5734,7706,0.3779,1
GH00875,Eastern,Plantain,2.78,17,4,0,0,0,2,0,0,0.624,1023,568,0.2304,1
GH00876,Brong-Ahafo,Cassava,4.72,8,5,0,1,0,2,1,1,0.726,2986,2638,0.8559,1
GH00877,Brong-Ahafo,Yam,1.91,4,5,1,0,0,1,0,1,0.758,2267,2057,0.4316,0
GH00878,Western,Cocoa,3.11,32,8,1,1,0,3,1,0,1.0,2490,925,0.8574,1
GH00879,Volta,Yam,5.13,13,9,1,0,0,2,0,1,0.58,4956,2234,0.7314,1
GH00880,Volta,Yam,2.16,9,8,0,0,0,3,1,0,0.75,1856,1499,0.4664,0
GH00881,Western,Cocoa,1.52,26,8,0,0,0,2,0,0,0.819,1003,1074,0.6167,0
GH00882,Brong-Ahafo,Cassava,0.55,36,12,1,0,0,1,0,0,0.627,292,180,0.3911,1
GH00883,Central,Cassava,1.72,13,7,1,1,0,3,0,1,0.75,1023,953,0.8911,1
GH00884,Upper East,Rice,3.24,22,8,1,0,0,3,0,1,0.547,2582,1949,0.6063,1
GH00885,Greater Accra,Maize,3.53,27,12,1,1,0,1,1,1,0.852,1050,1109,0.8439,0
GH00886,Eastern,Cocoa,2.59,3,2,0,0,0,1,0,1,0.842,1669,1351,0.4618,0
GH00887,Central,Plantain,1.25,15,7,1,0,0,1,0,0,0.745,666,880,0.6314,0
GH00888,Northern,Rice,0.46,5,7,0,1,0,2,1,1,0.488,354,524,0.605,1
GH00889,Northern,Yam,1.29,18,9,1,0,0,0,0,0,0.668,1370,1912,0.0993,0
GH00890,Brong-Ahafo,Yam,1.47,6,9,1,1,0,2,0,1,0.734,958,481,0.6295,0
GH00891,Greater Accra,Maize,1.46,25,8,1,1,0,2,0,0,0.944,445,378,0.8017,0
GH00892,Northern,Yam,2.81,8,10,0,0,0,1,0,1,0.607,3138,2669,0.2339,0
GH00893,Northern,Maize,7.32,24,6,0,1,0,2,0,1,0.706,2246,2939,0.62,0
GH00894,Brong-Ahafo,Maize,1.99,18,2,1,0,1,2,1,0,0.774,443,323,0.7194,0
GH00895,Upper West,Maize,1.57,13,2,1,0,0,1,0,1,0.656,374,359,0.7582,0
GH00896,Ashanti,Maize,1.52,12,6,1,0,0,2,0,1,0.8,349,360,0.7034,1
GH00897,Central,Plantain,1.99,12,5,1,0,0,2,1,1,0.886,1069,464,0.7819,1
GH00898,Upper West,Yam,1.02,35,5,0,0,0,2,1,1,0.427,1164,1129,0.3781,1
GH00899,Northern,Rice,1.98,38,5,1,0,0,2,0,0,0.616,1380,823,0.4839,0
GH00900,Brong-Ahafo,Yam,2.5,30,9,1,1,0,1,0,0,0.697,3183,1744,0.792,0
GH00901,Upper East,Rice,2.11,37,5,0,0,0,0,0,1,0.687,2154,1293,0.5903,1
GH00902,Northern,Yam,2.51,28,9,1,0,0,3,1,0,0.555,2600,1090,0.4143,0
GH00903,Upper West,Yam,2.47,23,9,1,0,1,2,1,1,0.588,2674,1026,0.8663,1
GH00904,Upper East,Yam,0.53,3,6,1,0,0,1,0,1,0.649,355,382,0.333,0
GH00905,Northern,Rice,2.85,37,5,0,0,0,2,1,1,0.659,2064,2950,0.6964,1
GH00906,Greater Accra,Maize,1.14,31,8,1,1,0,2,0,0,0.828,237,267,0.9427,1
GH00907,Brong-Ahafo,Maize,0.85,8,7,1,0,0,1,1,1,0.819,193,130,0.6024,0
GH00908,Brong-Ahafo,Cassava,0.84,13,5,0,1,0,3,1,0,0.801,486,341,0.7087,1
GH00909,Eastern,Cassava,2.47,4,3,1,0,0,0,1,1,0.771,1493,1418,0.5772,0
GH00910,Northern,Rice,1.56,18,4,0,0,0,2,1,0,0.531,1465,1962,0.4753,1
GH00911,Northern,Rice,0.56,33,3,0,0,0,1,0,0,0.674,476,258,0.6407,0
GH00912,Central,Maize,2.55,9,5,1,0,0,1,0,1,0.728,782,674,0.5601,1
GH00913,Ashanti,Cocoa,0.67,24,4,0,1,0,2,0,0,0.816,322,289,0.5946,1
GH00914,Greater Accra,Maize,2.01,39,7,1,1,0,2,1,1,0.901,414,587,0.9435,0
GH00915,Central,Maize,2.15,31,10,1,1,0,2,1,1,0.772,572,540,0.7302,1
GH00916,Upper East,Rice,3.39,16,7,0,0,0,1,0,1,0.549,3074,3803,0.395,0
GH00917,Ashanti,Maize,6.34,11,10,1,0,0,3,0,1,0.743,1602,649,0.5418,0
GH00918,Northern,Rice,0.7,39,8,1,1,0,1,0,1,0.615,413,286,0.7082,1
GH00919,Western,Cassava,1.76,16,7,0,1,0,2,0,1,0.761,796,823,0.5262,1
GH00920,Brong-Ahafo,Rice,1.5,31,5,1,1,0,3,0,1,0.884,988,1100,0.6858,1
GH00921,Greater Accra,Cassava,2.47,27,5,1,0,0,0,1,1,0.821,850,1158,0.4476,0
GH00922,Ashanti,Plantain,2.12,15,8,0,1,0,0,0,0,0.888,1544,1557,0.4906,0
GH00923,Northern,Maize,1.42,4,9,0,0,0,3,0,0,0.534,491,318,0.3193,1
GH00924,Northern,Maize,1.34,37,5,0,0,0,3,0,1,0.659,225,213,0.6775,0
GH00925,Eastern,Cocoa,0.83,27,2,0,1,0,2,1,0,0.849,361,417,0.5775,1
GH00926,Northern,Rice,3.64,15,8,0,0,0,2,1,0,0.637,2473,3070,0.4839,1
GH00927,Volta,Yam,2.51,32,4,0,1,0,2,0,1,0.764,1776,2546,0.7884,0
GH00928,Brong-Ahafo,Cassava,3.46,15,2,1,1,0,1,0,1,0.813,2682,1419,0.8089,1
GH00929,Ashanti,Cocoa,1.47,41,8,0,1,0,1,0,0,0.817,871,952,0.6992,1
GH00930,Volta,Yam,1.15,11,6,1,1,1,1,1,0,0.736,1243,672,0.5156,1
GH00931,Northern,Rice,0.86,10,7,1,0,0,0,1,0,0.681,626,427,0.4876,0
GH00932,Volta,Yam,2.34,41,9,1,1,0,1,1,0,0.659,1808,852,0.7897,0
GH00933,Northern,Maize,0.88,19,6,1,1,0,1,0,0,0.511,295,362,0.6536,1
GH00934,Upper West,Maize,6.65,37,6,1,0,0,2,0,1,0.604,2087,2915,0.8296,1
GH00935,Eastern,Plantain,0.73,37,5,1,0,0,2,0,0,0.664,364,122,0.5818,1
GH00936,Upper West,Rice,2.21,13,5,1,1,0,3,0,0,0.475,2643,3373,0.5513,1
GH00937,Volta,Cassava,5.46,41,8,1,1,1,1,1,1,0.924,3001,1771,0.9323,1
GH00938,Northern,Rice,2.77,4,5,1,1,0,1,0,0,0.759,2039,1803,0.6113,0
GH00939,Brong-Ahafo,Cassava,2.06,19,4,0,0,0,2,0,0,0.734,1496,1792,0.513,0
GH00940,Brong-Ahafo,Maize,0.93,8,3,0,0,1,1,0,1,0.81,279,253,0.6423,1
GH00941,Brong-Ahafo,Maize,0.69,32,6,0,0,0,1,1,1,0.813,254,147,0.6236,0
GH00942,Brong-Ahafo,Maize,3.12,2,6,1,0,0,2,1,0,0.768,859,1192,0.6717,1
GH00943,Central,Cassava,5.23,32,7,0,1,0,1,0,0,0.834,1090,1103,0.6504,1
GH00944,Northern,Rice,1.34,14,6,1,1,0,3,0,0,0.685,747,1059,0.444,0
GH00945,Northern,Maize,0.82,30,3,1,1,0,2,0,1,0.679,277,365,0.6207,1
GH00946,Eastern,Cassava,0.33,4,6,0,0,0,0,0,1,0.866,153,207,0.1533,0
GH00947,Northern,Rice,0.92,30,9,0,0,0,2,1,1,0.511,783,575,0.7545,1
GH00948,Ashanti,Plantain,1.68,36,4,0,1,0,2,1,0,0.988,1039,1543,0.8996,1
GH00949,Ashanti,Cassava,5.58,16,7,1,1,0,2,1,0,1.0,3035,4015,0.9067,1
GH00950,Brong-Ahafo,Yam,2.92,22,6,1,1,0,3,1,0,0.597,2437,1718,0.7563,1
GH00951,Northern,Maize,2.26,20,7,0,1,0,2,1,0,0.656,626,861,0.7529,1
GH00952,Brong-Ahafo,Rice,1.38,29,4,0,0,0,0,0,1,0.914,1142,1378,0.6898,1
GH00953,Central,Plantain,1.21,5,10,0,1,0,0,1,1,0.93,560,655,0.4665,0
GH00954,Eastern,Cocoa,4.87,14,7,0,0,0,2,0,0,0.916,2484,764,0.3814,1
GH00955,Upper West,Yam,2.1,16,8,1,0,0,1,0,0,0.495,1966,643,0.4817,1
GH00956,Ashanti,Cocoa,0.42,40,4,1,1,0,2,0,1,0.898,291,330,0.8087,0
GH00957,Upper East,Yam,1.14,33,7,1,0,0,2,0,1,0.604,817,518,0.4949,1
GH00958,Upper East,Yam,1.0,4,8,1,0,0,2,1,0,0.647,823,305,0.6215,1
GH00959,Upper West,Maize,1.24,31,5,1,0,0,1,0,0,0.507,295,190,0.3631,0
GH00960,Western,Cocoa,2.7,21,5,1,1,0,2,0,1,0.774,1196,1561,0.944,1
GH00961,Ashanti,Cocoa,1.69,3,7,0,0,0,0,0,1,0.824,1223,1058,0.6475,1
GH00962,Brong-Ahafo,Rice,1.73,26,3,0,1,1,2,1,0,0.72,1468,1525,0.7662,0
GH00963,Volta,Maize,4.57,12,7,0,0,0,2,1,1,0.717,1130,1424,0.7532,1
GH00964,Eastern,Cassava,1.12,2,2,1,1,0,2,1,0,0.777,427,294,0.769,1
GH00965,Northern,Maize,6.72,11,4,1,0,0,1,0,1,0.599,2017,632,0.5027,1
GH00966,Upper East,Maize,1.14,18,7,0,1,0,2,0,0,0.512,351,241,0.7332,0
GH00967,Upper East,Yam,1.94,31,3,1,0,0,2,0,0,0.581,1994,2887,0.6025,1
GH00968,Western,Cocoa,1.5,36,11,0,1,0,0,1,1,0.746,1067,938,0.6276,1
GH00969,Western,Cocoa,1.99,20,9,0,1,1,3,1,1,0.901,1571,1546,0.8816,1
GH00970,Upper East,Yam,2.49,35,7,1,0,0,2,1,0,0.606,2462,2985,0.8325,1
GH00971,Central,Cassava,2.47,33,8,0,1,0,2,0,1,0.739,1059,464,0.7148,1
GH00972,Volta,Yam,1.08,13,9,1,0,0,1,1,1,0.856,1073,1267,0.707,1
GH00973,Ashanti,Cassava,0.83,18,4,0,1,0,3,0,1,0.749,402,264,0.6452,1
GH00974,Brong-Ahafo,Cassava,10.51,7,8,1,1,0,2,0,1,0.875,5440,4166,0.8306,0
GH00975,Volta,Cassava,1.3,14,4,1,0,0,2,1,0,0.806,803,501,0.5179,1
GH00976,Brong-Ahafo,Rice,2.97,40,5,0,1,0,2,0,0,0.83,1827,885,0.6027,0
GH00977,Brong-Ahafo,Cassava,0.59,23,6,0,1,0,1,1,1,0.794,321,236,0.6936,1
GH00978,Brong-Ahafo,Maize,1.5,12,7,0,1,0,1,0,0,0.775,312,129,0.5529,0
GH00979,Volta,Cassava,1.67,8,2,1,1,0,1,0,1,0.859,716,941,0.8521,0
GH00980,Northern,Yam,2.54,22,5,0,1,0,1,0,1,0.788,3366,2246,0.6225,0
GH00981,Upper East,Rice,0.3,2,6,0,0,0,2,0,1,0.671,265,287,0.4794,0
GH00982,Brong-Ahafo,Yam,2.05,31,5,0,0,0,0,1,0,0.786,2133,1399,0.4946,0
GH00983,Upper West,Yam,0.81,20,8,0,0,0,2,0,0,0.502,546,302,0.3979,0
GH00984,Upper West,Maize,2.29,30,7,0,0,0,2,0,1,0.397,606,701,0.5969,0
GH00985,Central,Maize,0.88,36,4,0,1,0,1,0,1,0.78,143,150,0.7101,0
GH00986,Eastern,Cocoa,1.0,21,3,1,1,1,1,0,1,0.778,711,399,0.8595,1
GH00987,Brong-Ahafo,Yam,1.5,37,7,1,0,0,2,0,0,0.696,1135,1174,0.5284,1
GH00988,Western,Cassava,0.87,40,5,1,0,0,1,0,0,0.833,508,155,0.7359,1
GH00989,Upper East,Rice,1.31,2,4,0,0,0,1,0,1,0.638,1095,561,0.0908,1
GH00990,Western,Cocoa,0.79,24,5,0,1,0,2,0,0,0.81,422,495,0.3963,0
GH00991,Central,Cassava,0.5,32,5,1,1,0,2,1,0,0.912,283,224,0.8862,1
GH00992,Upper West,Maize,3.72,36,3,1,0,0,2,0,0,0.593,1465,797,0.3546,1
GH00993,Upper West,Maize,0.74,23,6,1,0,0,2,1,1,0.593,197,179,0.5876,1
GH00994,Upper East,Rice,1.61,8,8,1,0,0,2,0,1,0.735,1534,1317,0.7203,1
GH00995,Western,Cassava,3.09,34,6,1,0,0,1,0,0,0.854,940,997,0.7634,0
GH00996,Eastern,Plantain,1.18,37,8,1,1,0,3,1,0,0.821,650,252,0.9588,1
GH00997,Brong-Ahafo,Rice,1.02,8,3,0,0,0,1,0,1,0.792,732,939,0.4738,0
GH00998,Upper East,Yam,2.13,28,5,1,1,0,2,0,1,0.729,2032,752,0.7519,0
GH00999,Upper East,Maize,3.99,3,6,1,0,0,2,0,1,0.561,1239,1046,0.4906,0
GH01000,Northern,Maize,0.8,18,7,1,0,0,2,1,1,0.65,211,243,0.5178,0
GH01001,Brong-Ahafo,Yam,1.64,2,7,0,0,0,3,0,1,0.741,1118,798,0.418,1
GH01002,Northern,Rice,0.54,31,7,0,1,0,1,0,1,0.627,571,795,0.417,1
GH01003,Central,Plantain,1.38,23,7,1,0,0,1,0,1,0.811,494,596,0.7877,1
GH01004,Eastern,Plantain,1.87,29,3,0,0,0,0,0,1,0.78,784,636,0.6513,1
GH01005,Upper East,Maize,1.0,34,7,1,1,0,1,1,0,0.701,285,148,0.6074,1
GH01006,Upper West,Rice,1.32,27,7,1,1,0,2,1,1,0.566,1099,387,0.7076,1
GH01007,Brong-Ahafo,Yam,0.68,36,13,1,1,0,0,0,0,0.627,744,939,0.6905,1
GH01008,Eastern,Cocoa,1.92,12,7,1,1,0,3,0,1,0.845,1391,742,0.8038,1
GH01009,Brong-Ahafo,Yam,3.82,8,7,0,1,0,2,0,1,0.831,4735,2953,0.4928,0
GH01010,Brong-Ahafo,Cassava,0.85,29,6,0,0,0,1,0,1,0.879,490,153,0.5701,0
GH01011,Upper West,Rice,1.18,26,9,0,1,0,1,1,0,0.514,729,235,0.6422,1
GH01012,Volta,Maize,2.59,32,13,1,0,0,0,0,0,0.819,345,199,0.6373,1
GH01013,Eastern,Plantain,4.26,4,8,1,0,0,3,1,1,0.99,2212,2981,0.8962,1
GH01014,Upper West,Yam,0.64,34,6,1,0,0,2,0,1,0.555,834,1032,0.633,1
GH01015,Volta,Yam,1.62,35,3,1,1,0,1,1,1,0.736,1224,1498,0.7402,1
GH01016,Volta,Maize,2.22,22,7,1,0,0,0,0,0,0.631,487,629,0.3337,0
GH01017,Brong-Ahafo,Maize,1.7,38,7,1,1,0,1,1,1,0.878,505,265,0.9348,1
GH01018,Western,Cocoa,0.32,20,8,0,1,0,1,0,0,0.741,248,366,0.7624,1
GH01019,Eastern,Cassava,2.59,38,3,0,1,0,2,0,0,0.783,1665,963,0.7016,0
GH01020,Central,Maize,5.28,22,7,1,0,1,2,1,0,0.853,1946,934,0.8358,1
GH01021,Ashanti,Cassava,1.98,15,5,1,1,0,2,1,0,0.76,1089,712,0.7879,0
GH01022,Greater Accra,Maize,0.89,11,8,1,1,0,3,0,0,0.736,201,188,0.6459,0
GH01023,Ashanti,Plantain,1.27,8,4,1,1,0,1,0,0,0.821,525,236,0.4521,0
GH01024,Brong-Ahafo,Cassava,6.29,30,7,1,1,0,1,0,0,0.971,2943,3491,0.8389,1
GH01025,Central,Plantain,3.45,41,5,1,0,0,2,1,1,0.83,2097,1564,0.9347,1
GH01026,Upper West,Yam,2.85,9,2,0,0,0,0,0,1,0.593,2585,2539,0.3995,0
GH01027,Volta,Cassava,2.34,40,7,0,1,0,1,0,1,0.691,1465,1730,0.6606,1
GH01028,Central,Maize,1.15,14,3,1,1,1,2,1,0,0.821,222,307,0.8174,1
GH01029,Volta,Cassava,1.58,20,7,0,0,0,1,0,0,0.851,877,1125,0.5119,0
GH01030,Volta,Cassava,1.73,12,10,1,1,0,2,0,1,0.731,772,730,0.8288,1
GH01031,Upper West,Maize,2.68,3,11,0,1,0,2,0,0,0.633,821,1223,0.4995,0
GH01032,Brong-Ahafo,Rice,5.24,7,4,1,0,0,1,1,1,0.702,4027,3768,0.4123,0
GH01033,Upper East,Yam,3.99,30,8,1,0,0,0,0,1,0.434,4663,4398,0.7464,1
GH01034,Western,Cassava,0.67,6,5,1,0,1,0,0,1,0.877,321,157,0.7698,1
GH01035,Upper East,Yam,2.13,31,9,1,0,0,2,0,1,0.751,2136,1022,0.6039,1
GH01036,Central,Maize,3.05,40,8,1,0,1,0,0,1,0.694,983,494,0.6887,1
GH01037,Northern,Yam,2.81,37,3,0,0,0,3,0,0,0.649,2775,2803,0.4472,1
GH01038,Upper East,Yam,1.17,28,5,0,0,0,2,0,0,0.69,1193,952,0.5475,0
GH01039,Northern,Rice,14.01,19,5,1,0,0,1,0,1,0.627,13074,9976,0.3822,0
GH01040,Ashanti,Maize,0.75,37,8,1,1,0,2,0,1,0.651,205,100,0.8316,1
GH01041,Central,Maize,0.85,17,5,0,1,0,2,0,0,0.794,161,122,0.6412,0
GH01042,Upper West,Maize,2.15,6,7,0,1,0,0,0,0,0.709,528,398,0.4678,0
GH01043,Volta,Yam,8.02,10,6,0,1,0,2,0,0,0.709,4974,5198,0.423,1
GH01044,Brong-Ahafo,Yam,1.01,35,11,1,1,0,2,0,1,0.769,967,741,0.5661,1
GH01045,Western,Cassava,1.51,35,10,0,0,0,0,1,1,0.756,867,696,0.8614,1
GH01046,Central,Cassava,3.87,37,5,0,1,0,1,0,1,0.832,2082,1306,0.7719,1
GH01047,Upper East,Rice,1.8,32,7,1,1,0,0,0,1,0.616,1865,854,0.8796,1
GH01048,Upper West,Yam,1.44,21,8,1,0,0,1,0,0,0.62,1824,1204,0.5889,0
GH01049,Upper West,Rice,2.71,18,9,0,0,0,1,0,1,0.575,2308,811,0.4016,1
GH01050,Western,Cassava,2.21,21,3,0,1,0,2,0,0,0.875,605,329,0.6964,1
GH01051,Central,Plantain,3.75,29,5,1,1,0,1,0,0,0.904,2144,1479,0.8727,1
GH01052,Volta,Maize,4.5,22,5,0,1,1,0,0,1,0.789,1056,501,0.8581,1
GH01053,Brong-Ahafo,Yam,2.26,20,5,1,1,0,1,1,0,0.727,2680,2943,0.8128,1
GH01054,Upper East,Yam,2.23,4,4,1,0,0,2,1,1,0.535,2388,1521,0.7275,0
GH01055,Upper West,Maize,2.12,31,6,1,1,0,1,0,0,0.747,665,691,0.8199,1
GH01056,Upper East,Rice,2.57,6,7,0,0,0,1,0,0,0.596,2291,2457,0.3241,0
GH01057,Brong-Ahafo,Yam,1.89,7,6,1,0,0,1,1,1,0.729,2816,2356,0.5615,0
GH01058,Volta,Maize,1.82,4,7,1,0,0,2,0,0,0.612,558,468,0.5209,0
GH01059,Brong-Ahafo,Cassava,4.21,25,3,1,1,1,2,0,1,0.705,1644,1640,0.7909,0
GH01060,Ashanti,Maize,5.27,2,9,1,1,1,0,0,1,0.714,1776,1092,0.7034,1
GH01061,Upper East,Yam,0.63,37,10,0,0,0,1,0,0,0.62,580,189,0.4331,0
GH01062,Greater Accra,Maize,1.83,16,6,1,1,0,1,0,1,0.787,644,692,0.7457,1
GH01063,Volta,Maize,1.13,39,9,0,0,0,2,0,1,0.731,410,422,0.7433,0
GH01064,Eastern,Cassava,1.47,19,3,0,1,0,0,0,1,0.7,868,757,0.5235,0
GH01065,Brong-Ahafo,Rice,2.42,24,8,1,0,0,1,1,1,0.862,1459,1971,0.4414,0
GH01066,Volta,Maize,2.91,30,3,0,0,0,2,0,0,0.671,733,667,0.6818,0
GH01067,Northern,Rice,1.68,23,5,1,0,0,1,0,0,0.654,1726,1146,0.5098,1
GH01068,Brong-Ahafo,Rice,0.48,25,5,1,0,0,2,0,1,0.708,544,629,0.6536,0
GH01069,Upper East,Yam,0.93,14,6,1,0,0,1,0,1,0.56,949,1381,0.3672,1
GH01070,Northern,Yam,3.41,34,5,0,0,0,3,0,1,0.571,3248,3846,0.2785,0
GH01071,Northern,Maize,0.3,23,7,1,0,0,3,0,1,0.639,64,100,0.4728,0
GH01072,Greater Accra,Maize,4.18,36,5,1,1,0,2,0,1,0.737,889,387,0.8794,1
GH01073,Volta,Yam,2.62,18,9,0,0,0,3,0,0,0.775,2764,1230,0.423,1
GH01074,Volta,Cassava,4.58,23,7,0,0,0,1,1,0,0.77,2741,1331,0.507,0
GH01075,Upper East,Maize,1.59,6,4,1,0,0,2,0,0,0.615,310,354,0.2163,1
GH01076,Ashanti,Cassava,0.43,26,5,1,1,0,1,0,1,0.873,263,202,0.9179,1
GH01077,Volta,Maize,2.46,7,8,1,1,0,2,1,1,0.705,870,760,0.771,1
GH01078,Upper East,Maize,4.45,18,5,1,0,0,1,1,1,0.594,1391,854,0.8825,1
GH01079,Upper East,Rice,3.48,32,6,1,0,0,1,1,1,0.549,3751,4439,0.7235,0
GH01080,Eastern,Cassava,1.15,18,7,1,0,0,3,1,0,0.92,647,850,0.8635,1
GH01081,Volta,Yam,1.94,34,5,1,1,0,1,0,1,0.721,2098,1033,0.7075,1
GH01082,Upper East,Yam,1.25,40,5,0,0,0,2,0,1,0.569,1347,716,0.2969,0
GH01083,Ashanti,Maize,1.03,38,6,1,0,0,2,1,1,0.727,364,257,0.7599,1
GH01084,Eastern,Cocoa,3.56,5,4,1,0,0,1,0,0,0.776,2782,1770,0.6043,1
GH01085,Volta,Yam,0.79,15,4,1,0,0,1,0,1,0.913,712,668,0.7282,1
GH01086,Ashanti,Cocoa,0.97,14,3,1,1,0,0,0,0,0.874,742,893,0.7361,0
GH01087,Western,Cocoa,0.84,28,5,1,0,0,3,0,1,0.865,644,806,0.9145,1
GH01088,Upper East,Maize,0.64,25,5,0,0,0,3,0,0,0.527,170,100,0.4347,0
GH01089,Northern,Maize,2.02,28,11,1,0,0,2,0,1,0.704,675,345,0.5559,1
GH01090,Brong-Ahafo,Cassava,4.11,9,6,1,0,0,2,0,0,0.736,2197,1618,0.5009,0
GH01091,Brong-Ahafo,Rice,1.6,40,8,1,1,1,0,1,0,0.76,1479,706,0.7841,1
GH01092,Western,Cassava,0.64,22,2,1,0,0,1,1,1,1.0,370,152,0.8174,1
GH01093,Central,Plantain,3.28,12,3,1,0,0,1,0,1,0.773,1413,835,0.7684,0
GH01094,Upper West,Rice,5.93,32,8,1,0,0,2,0,1,0.653,3862,2984,0.8148,0
GH01095,Eastern,Plantain,1.16,28,7,1,0,1,1,0,0,0.848,501,504,0.6524,1
GH01096,Brong-Ahafo,Maize,1.3,28,4,0,0,0,2,0,0,0.772,355,415,0.4843,1
GH01097,Ashanti,Cassava,2.61,9,5,0,0,1,2,0,0,0.792,1806,1025,0.4323,1
GH01098,Northern,Rice,5.67,34,6,1,0,0,0,0,0,0.588,4549,5834,0.6779,1
GH01099,Western,Cassava,1.27,13,8,0,1,0,0,0,1,0.858,717,244,0.4285,0
GH01100,Eastern,Cassava,0.72,36,3,0,1,0,0,0,0,0.779,444,370,0.5316,0
GH01101,Central,Maize,2.83,35,6,0,1,0,2,0,1,0.603,729,773,0.1631,0
GH01102,Central,Plantain,3.19,17,7,1,1,0,1,1,1,0.784,1474,957,0.697,1
GH01103,Northern,Yam,1.83,37,11,0,0,0,1,0,1,0.61,2233,2502,0.3768,0
GH01104,Eastern,Cocoa,1.23,3,8,0,1,0,2,0,0,0.749,967,1296,0.4278,0
GH01105,Volta,Yam,3.65,13,4,1,0,0,0,1,0,0.762,3264,1329,0.427,0
GH01106,Northern,Yam,2.64,28,7,1,0,0,1,1,0,0.574,2442,2235,0.4282,0
GH01107,Northern,Maize,1.06,18,8,0,0,0,2,0,1,0.612,299,100,0.6036,1
GH01108,Brong-Ahafo,Cassava,1.89,21,7,0,1,0,2,0,1,0.953,1058,672,0.607,1
GH01109,Western,Cassava,0.71,22,8,1,1,0,2,0,1,0.938,465,216,0.5749,0
GH01110,Brong-Ahafo,Cassava,2.95,31,9,0,0,0,0,0,1,0.827,1714,1798,0.376,1
GH01111,Ashanti,Plantain,1.52,21,3,1,1,0,1,0,0,0.97,615,368,0.6305,1
GH01112,Upper East,Yam,1.34,9,3,1,0,0,2,0,1,0.579,1138,727,0.5045,0
GH01113,Northern,Maize,1.78,19,8,1,0,1,0,1,1,0.61,525,287,0.7358,1
GH01114,Eastern,Plantain,1.87,19,4,1,1,0,3,0,0,0.741,969,574,0.5538,0
GH01115,Eastern,Maize,3.41,19,3,0,1,0,1,1,1,0.867,787,449,0.8099,1
GH01116,Upper West,Rice,2.76,3,5,1,1,0,1,0,0,0.767,2706,3078,0.7766,1
GH01117,Brong-Ahafo,Rice,1.63,13,8,0,1,0,1,0,0,0.823,727,1052,0.6846,1
GH01118,Volta,Cassava,3.11,33,3,1,0,0,3,0,0,0.894,1742,1547,0.7778,1
